Industry,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance
Retail,2019,3949.1,-6.6,13660.6,18.1,50.1,69.2,61.4,19.7
Retail,2020,4623.6,-5.6,15826.7,17.1,52.9,74,65.6,19.2
Retail,2021,4866.9,-3.1,7037.3,5.3,54.4,76.3,66.7,20.3
Retail,2022,5918.6,-2.7,24611.9,21.6,56.2,78.7,66,23.8
Retail,2023,6951.8,-1.7,20035.6,17.5,58.9,81.3,69.1,26.3
Retail,2024,9463.7,-1.9,40775.7,36.1,58.4,82.8,65.7,26.7
Retail,2025,10010.2,-5.9,24156.3,5.8,58.5,82.6,64.7,28.2
Healthcare,2015,1815.3,9.7,2988.6,,53.7,68.4,53.3,39.3
Healthcare,2016,1858.6,8.6,2598.7,2.4,53.6,69.3,51.4,40.2
Healthcare,2017,2029.3,5.3,1625.6,9.2,51.5,67.2,47.3,40.1
Healthcare,2018,2193.8,4.7,2051.5,8.1,52.6,68.7,48.7,40.5
Healthcare,2019,2386.1,4.7,1554.8,8.8,52.1,66.3,47.5,42.4
Healthcare,2020,2591.6,2,1102.5,8.6,52.6,63.6,47.7,46.6
Healthcare,2021,2781.5,0.4,124.6,7.3,52.8,62,46.7,49.6
Healthcare,2022,2690.6,2.1,1147.3,-3.3,53.3,66,47.2,46.8
Healthcare,2023,2788,1.2,495.7,3.6,53.6,67,47.8,46
Healthcare,2024,3403.4,3.1,2544.7,22.1,55.5,69.8,51.5,45.2
Healthcare,2025,3916.2,0.6,250.5,15.1,55.3,70.3,50,45.6
Finance,2015,2306.6,11.8,2757.9,,87.7,94.1,83.9,85.1
Finance,2016,2379,10.6,2252.6,3.1,87.6,95.4,80.9,86.3
Finance,2017,2628.6,14,6648,10.5,87.5,97.6,78.1,86.7
Finance,2018,2932.5,13.7,6757,11.6,88.4,98.9,78.2,88.1
Finance,2019,2904.2,13.3,6046.6,-1,89.2,98.8,78.9,90
Finance,2020,3075.5,13.5,5560.9,5.9,90.4,100,78.8,92.4
Finance,2021,3366.7,16.6,6963.2,9.5,88.6,99.6,74,92.3
Finance,2022,3698.2,16,6414,9.8,88.1,97,75.8,91.5
Finance,2023,3723.5,15.4,11137.3,0.7,88.6,96.9,76.7,92.3
Finance,2024,3704.4,13.9,5514.1,-0.5,89.9,98,77.4,94.2
Finance,2025,3483.4,13.2,4404,-6,90.5,100,77.6,93.9
Utilities,2015,392.1,8.5,421.5,,41.8,56.8,41.2,27.5
Utilities,2016,446.2,8.3,410.6,13.8,42,54.1,43,29
Utilities,2017,433.6,7.7,347,-2.8,42.4,56,40.5,30.5
Utilities,2018,431.1,9.3,482.3,-0.6,45,61.9,39.2,33.9
Utilities,2019,439.5,8,502.3,2,46.1,63.5,39.2,35.6
Utilities,2020,445,11.7,757,1.2,46.8,65.6,39.8,34.9
Utilities,2021,417,12.7,693.2,-6.3,48.7,67.9,41.1,36.9
Utilities,2022,406.1,15.9,727,-2.6,48.9,72.4,38.9,35.3
Utilities,2023,407,13.4,591.5,0.2,50.2,72.6,40.7,37.2
Utilities,2024,427,12.3,645.8,4.9,52.5,73.2,44.8,39.5
Utilities,2025,396.1,10.4,449.1,-7.2,53.7,73,45,43.2
Healthcare,2015,410.1,9.7,765.4,,61.6,70.1,25.6,89.2
Healthcare,2016,398.7,11.2,962.4,-2.8,62.4,72.9,25.5,88.9
Healthcare,2017,437,11.8,1202,9.6,61.5,73.7,24.7,86.3
Healthcare,2018,452.2,14.3,1487.7,3.5,62.7,74.7,25.2,88.2
Healthcare,2019,515.7,12,1002,14,62,75.1,22.4,88.6
Healthcare,2020,548.8,12.2,758.3,6.4,62,74.5,24.9,86.8
Healthcare,2021,501.6,12.3,1098.6,-8.6,61.2,75.1,24.3,84.2
Healthcare,2022,516.2,11.3,1005.9,2.9,62.7,76.4,23.7,88
Healthcare,2023,538,13.5,1776.3,4.2,64.4,77.9,23.9,91.4
Healthcare,2024,572.4,13.8,1815.6,6.4,67.9,80.7,29,93.9
Healthcare,2025,538.8,13.4,1320.4,-5.9,69.2,83.2,32.1,92.3
Retail,2015,718.7,8,811.4,,59,79.6,23.4,74.1
Retail,2016,804.3,8,1073.9,11.9,59,78.4,23.3,75.4
Retail,2017,872.4,8.3,1049.4,8.5,61.1,81.9,24.1,77.1
Retail,2018,1040.8,8.1,1274.3,19.3,63.4,84.7,27.2,78.5
Retail,2019,1123.4,8.6,2407.5,7.9,65.3,84.5,31.7,79.8
Retail,2020,1272.4,7.3,940,13.3,66.1,85.5,34,79
Retail,2021,1291.1,7.7,1862,1.5,67.8,85.8,37.3,80.3
Retail,2022,1458.6,5.4,1174.7,13,68.1,87.4,35.8,81.2
Retail,2023,1534.9,6.7,2001.5,5.2,69.4,88.8,34.8,84.6
Retail,2024,1546.6,8.1,1550.3,0.8,70.8,90.7,35.9,86
Retail,2025,1657.9,5.2,1374.4,7.2,72.3,90.2,37.9,88.9
Healthcare,2015,13914.6,19.1,59358,,60.9,62.4,50.6,69.8
Healthcare,2016,15719.7,16.1,48543.5,13,61.4,64.5,49.8,70
Healthcare,2017,16329.5,14.7,54171.9,3.9,61.8,64.9,48.7,71.7
Healthcare,2018,18814.1,17.3,50845.3,15.2,60.3,62.7,48,70.1
Healthcare,2019,23090,19.5,70048.3,22.7,62,64.7,50.7,70.5
Healthcare,2020,28948.9,15.9,57543.5,25.4,63.5,65.3,52.1,73.2
Healthcare,2021,31445,13.1,62642.4,8.6,62.1,61.1,51.1,74
Healthcare,2022,36187.7,12.5,54225.8,15.1,60.6,60.8,50.2,70.7
Healthcare,2023,40903,18.8,84888,13,59.5,59.6,50.8,68
Healthcare,2024,46604.1,17.7,94690.5,13.9,59.8,59.1,52.7,67.6
Healthcare,2025,51738.7,12.9,118627.9,11,59.2,59.6,50.6,67.5
Manufacturing,2015,2070.2,14.5,4666.2,,29.8,22.5,60.3,6.5
Manufacturing,2016,1991.6,14.7,2871,-3.8,29.5,25.6,55.9,7
Manufacturing,2017,2109.4,18.1,7487.5,5.9,30.9,25.6,55.8,11.4
Manufacturing,2018,2397.8,17,5225.3,13.7,31.2,27.9,55.8,9.9
Manufacturing,2019,2833.2,16.9,4294.5,18.2,31.2,25.7,56.5,11.5
Manufacturing,2020,2899.9,14.4,9053.3,2.4,31.7,24.1,60.7,10.1
Manufacturing,2021,3170.2,14.8,7099.8,9.3,31.1,23.7,63.1,6.7
Manufacturing,2022,3356.3,14.3,4970.5,5.9,32.2,27.8,62.5,6.3
Manufacturing,2023,3193.2,13.8,8421.4,-4.9,32.6,29.6,62.3,6.1
Manufacturing,2024,3069.2,13.1,8330.8,-3.9,32.6,30.8,61.7,5.2
Manufacturing,2025,3396.4,12.6,7739,10.7,34.7,35.3,61.1,7.7
Healthcare,2015,1897.7,17.6,3400.8,,55.5,65.5,38.2,62.7
Healthcare,2016,2170.4,15.1,5403.8,14.4,54.6,67.4,35.2,61.1
Healthcare,2017,2584.5,14.8,9294.5,19.1,55.8,67.4,37.9,62.1
Healthcare,2018,2818.7,12.3,7086.9,9.1,58.7,72.1,40,64
Healthcare,2019,3590.1,12.4,4610.3,27.4,58.9,70.9,42,63.7
Healthcare,2020,4127.2,14.2,7284.1,15,58.7,71.6,43,61.4
Healthcare,2021,5204.7,10.8,9180.8,26.1,58.8,72,46.2,58.3
Healthcare,2022,6352,13.3,13451.5,22,59.9,75.7,48.2,55.8
Healthcare,2023,7509.2,16.8,22540.1,18.2,60.9,76.9,49.6,56.4
Healthcare,2024,9464.3,18.9,42561.8,26,60.9,75.7,49.3,57.8
Healthcare,2025,11175.9,13.9,28808.1,18.1,61.3,75.5,48.4,59.9
Energy,2015,9886.9,8.1,14685,,39.8,24.9,43.5,51.2
Energy,2016,11081.9,18.7,40387.9,12.1,43.2,29,47,53.5
Energy,2017,11542.5,13.2,28460.1,4.2,42.5,27.3,45.7,54.3
Energy,2018,12742.3,12.1,22562.4,10.4,42.7,28.9,45.7,53.5
Energy,2019,14692.5,16.5,29162.3,15.3,43,26.8,48,54.1
Energy,2020,15241.4,10.4,28360.8,3.7,42.4,26.7,48.1,52.4
Energy,2021,17631.8,5.4,8214.8,15.7,43.7,28.9,47.5,54.8
Energy,2022,21248.3,10.9,43792.8,20.5,43.5,27.7,48,55
Energy,2023,23588.1,11.3,21700.6,11,42.6,27,45.9,55
Energy,2024,29722.3,5.8,21023.7,26,45.8,28.2,50,59.3
Energy,2025,36923.4,-0.6,27674.1,24.2,46.7,32,49.1,59
Consumer Goods,2015,1198.2,11.8,2403.3,,61.7,40.5,83,61.5
Consumer Goods,2016,1444.8,12.4,3378.3,20.6,61.8,42.1,80.2,63.1
Consumer Goods,2017,1720.1,10.3,4278.1,19.1,63.2,45.1,80.7,63.7
Consumer Goods,2018,1737,12.3,3570.4,1,62.9,44.8,79.7,64.2
Consumer Goods,2019,1772.8,12.1,3106.1,2.1,62.3,45.1,78.6,63.2
Consumer Goods,2020,1791.7,11.7,3659.4,1.1,63.1,43.8,79.4,66.1
Consumer Goods,2021,2021.8,10,2912,12.8,64.9,43.5,82.6,68.6
Consumer Goods,2022,2684.9,10.2,6791.6,32.8,67.9,45.9,86.9,70.9
Consumer Goods,2023,3022.7,11.3,5845.3,12.6,71.1,48.9,90.5,73.8
Consumer Goods,2024,3179.3,10.3,6923,5.2,71.2,49.1,88.2,76.5
Consumer Goods,2025,3700.7,11.6,5696.2,16.4,73.9,52.5,89.3,80
Retail,2015,266.2,4.1,120.7,,58.1,55.6,35.7,82.9
Retail,2016,286,4.2,297.3,7.4,58.3,54.7,39.7,80.6
Retail,2017,289.9,4.4,283.3,1.4,57,54,39.1,77.9
Retail,2018,314.3,4.6,174.7,8.4,57.8,55.3,39.4,78.6
Retail,2019,314.3,2.7,142.6,0,59.5,59.4,39.5,79.6
Retail,2020,322.9,0.3,15.9,2.7,60.7,62,40.3,79.9
Retail,2021,333.1,-1,1557.4,3.2,58.9,62,38.6,76
Retail,2022,342,1.1,46.2,2.7,60.8,67,37.2,78.3
Retail,2023,382,0.6,48.7,11.7,60.9,66.6,37.9,78
Retail,2024,358.2,0.9,55.9,-6.2,62.6,67.7,38.9,81.1
Retail,2025,361.2,0.2,15.7,0.8,62.9,66,41.1,81.6
Energy,2015,2312.8,-2.8,6681.7,,41.5,23.1,75.6,25.9
Energy,2016,2198.1,-0.6,7825.1,-5,42.7,23.3,78.6,26
Energy,2017,2266.2,0.6,121.1,3.1,44.2,28.1,79.3,25.2
Energy,2018,2061.2,7.4,2115.4,-9,42.6,28.3,74.2,25.1
Energy,2019,2159.8,-1.7,2525.9,4.8,43.4,31.1,74.4,24.7
Energy,2020,1999.2,4,1111.3,-7.4,44.3,29.4,76.4,27.2
Energy,2021,2114.1,0.5,190.5,5.7,45.9,31.8,77.3,28.7
Energy,2022,2330.1,1.5,501.1,10.2,47.5,34.4,79.5,28.5
Energy,2023,2303.2,-3.8,6721.6,-1.2,48.8,39.4,81.4,25.6
Energy,2024,2297.5,-1.8,10021.4,-0.2,49.7,42.2,83.6,23.4
Energy,2025,2136.9,5.7,2158.3,-7,51.7,44.6,88.7,21.7
Healthcare,2015,2803.2,4.3,2920.7,,52.3,58.7,62.2,36.1
Healthcare,2016,2880.3,2.6,1385.4,2.7,52.3,58.8,62.9,35.1
Healthcare,2017,3064.3,2.3,963.8,6.4,53.3,60.5,64,35.3
Healthcare,2018,2551.5,0.5,217.9,-16.7,54.3,61.1,65.4,36.5
Healthcare,2019,2410.2,-1.4,6866,-5.5,56.6,62,69.5,38.2
Healthcare,2020,2350.7,-1.3,9971.9,-2.5,55.8,60.4,67.5,39.4
Healthcare,2021,2408.8,-2.9,5392.3,2.5,56.7,62.1,70.1,37.9
Healthcare,2022,2920.7,-3.3,1575.1,21.3,58,64.9,71.4,37.6
Healthcare,2023,3018.4,-0.2,4357.1,3.3,59.6,69.5,73.8,35.5
Healthcare,2024,3038.4,2.2,914.3,0.7,61.6,72,73.1,39.6
Healthcare,2025,3075,-1.2,4416.8,1.2,62.6,75.1,73.3,39.5
Transportation,2015,255.6,5.7,207.8,,12.9,8.6,21.1,9.1
Transportation,2016,270.3,2.1,105.5,5.7,15.2,12.7,19,14.1
Transportation,2017,285.2,1,57,5.5,14.9,12.7,17.7,14.2
Transportation,2018,320.7,3.9,120.7,12.4,14.8,11,16.9,16.6
Transportation,2019,340.1,3.7,119.8,6.1,17,17.2,18.8,14.8
Transportation,2020,348,0.3,14.6,2.3,16.9,15.6,21.5,13.7
Transportation,2021,339.1,3.6,117.9,-2.6,18.4,18.3,22,14.9
Transportation,2022,348.1,7.4,494.3,2.7,21.3,22.7,23.5,17.8
Transportation,2023,430.5,5,420.1,23.7,22.3,25.1,24,17.8
Transportation,2024,552.1,8,574.4,28.2,25.6,29.5,28.1,19.4
Transportation,2025,568,10.1,469.4,2.9,28,29.2,34.5,20.2
Manufacturing,2015,992.8,12.4,2390.4,,61.8,33.2,85.7,66.3
Manufacturing,2016,991.2,9.9,1089.6,-0.2,62.2,35,84.9,66.7
Manufacturing,2017,953,5.4,546.8,-3.9,63.4,36.9,87.3,66.1
Manufacturing,2018,939.9,4.1,803.7,-1.4,64.8,39.7,87.5,67
Manufacturing,2019,968.1,8.3,1674.3,3,64.9,40.1,85.9,68.8
Manufacturing,2020,1054.9,6.4,1032.4,9,65.2,40.5,84.8,70.3
Manufacturing,2021,959.8,5.3,448.2,-9,65.9,41.6,87.1,69.1
Manufacturing,2022,917.2,4.4,835,-4.4,67.4,47,89.3,65.9
Manufacturing,2023,868.2,5.7,725.6,-5.3,67.6,45,93,64.8
Manufacturing,2024,818.6,5.5,887.5,-5.7,68.2,46.7,93.2,64.6
Manufacturing,2025,823.4,6,983.9,0.6,69.7,48.6,95.1,65.5
Healthcare,2015,1924.8,20.4,9583.1,,48.9,15.7,75.9,55
Healthcare,2016,2131.2,16.9,5142.3,10.7,49.1,15,75.2,57.1
Healthcare,2017,2360.7,14.4,4849.6,10.8,49.2,18.1,74.1,55.4
Healthcare,2018,2470.3,11.4,4042.3,4.6,49.9,20.5,73.2,55.9
Healthcare,2019,2558.4,10.3,5482.6,3.6,48.6,20.7,71.3,53.7
Healthcare,2020,2520,8.2,2489.1,-1.5,48.1,19.9,72.6,51.9
Healthcare,2021,2509.2,4.3,1733.7,-0.4,49,22.9,70.9,53.1
Healthcare,2022,2532.7,1.8,539.3,0.9,50,21.6,73.7,54.8
Healthcare,2023,2641.5,2.7,1370.9,4.3,50.4,25.4,70,55.8
Healthcare,2024,2548.2,-1.3,10868.2,-3.5,51.5,26.2,73.6,54.8
Healthcare,2025,2997.5,0.2,70.4,17.6,52.2,26.1,73.7,56.7
Manufacturing,2015,1733.7,12.4,3491.7,,37.4,81.3,23.7,7.2
Manufacturing,2016,1742.1,11.4,4209.9,0.5,40.1,82.8,25.9,11.7
Manufacturing,2017,1701.7,10.9,3450.6,-2.3,40.4,80.2,28.8,12.1
Manufacturing,2018,1761.1,11.4,3326.2,3.5,40.7,78.2,32.2,11.7
Manufacturing,2019,1856.6,6.5,2589.8,5.4,41.9,77.9,31.8,16.2
Manufacturing,2020,2102.7,8.3,2579.9,13.3,43.4,81.2,29.5,19.6
Manufacturing,2021,1973.3,9.5,3854.8,-6.2,45.1,83.7,28.5,23.2
Manufacturing,2022,2502.9,8.4,4599.3,26.8,46.3,87.7,28.4,22.7
Manufacturing,2023,2571.1,6.3,2848,2.7,45.8,87.8,27.7,21.8
Manufacturing,2024,2845.1,6.5,3854.4,10.7,48,89,30.4,24.4
Manufacturing,2025,2800.7,9.8,2268.7,-1.6,47.1,88.9,26.8,25.7
Retail,2015,822.8,5.3,1053.2,,67.9,64.3,72.4,66.9
Retail,2016,972.6,6.3,976.4,18.2,68.8,65.4,71.4,69.7
Retail,2017,1058.6,6,1304.3,8.8,69.9,65,74.3,70.4
Retail,2018,1172,5,993.1,10.7,70.1,65.6,74.1,70.5
Retail,2019,1118.2,3.7,464.6,-4.6,70.5,65.2,72.7,73.5
Retail,2020,1071,4.9,999.7,-4.2,70.9,63.4,74.4,74.8
Retail,2021,1224.5,3.1,840.2,14.3,73,65.4,75.4,78.2
Retail,2022,1286.6,3.3,434.9,5.1,74.7,68.1,76.6,79.3
Retail,2023,1235.8,2.5,769.6,-3.9,77.8,70.9,82.8,79.6
Retail,2024,1349.3,3.2,1066.7,9.2,79.4,73.5,85,79.8
Retail,2025,1338.1,7.2,1395.9,-0.8,82.8,78.8,88.6,80.9
Energy,2015,7231.9,12.9,10770.9,,75.1,70.7,86,68.6
Energy,2016,6064.4,13.1,10506.9,-16.1,76.1,69.7,84.2,74.5
Energy,2017,5403.3,18.5,15286.4,-10.9,78,71.9,84.1,78.1
Energy,2018,4979.8,16.3,14892.5,-7.8,77.7,73.2,82.3,77.5
Energy,2019,4318.5,16.4,11184.7,-13.3,78,75.8,81.7,76.5
Energy,2020,3582.3,13.6,6772.5,-17,78.8,77,84.7,74.5
Energy,2021,3466.7,10.4,5395.2,-3.2,80.2,79.2,89.5,71.9
Energy,2022,2924.9,4.9,1205.8,-15.6,80.3,80.4,89.3,71.1
Energy,2023,2482.6,4.5,2041.4,-15.1,82.7,82.1,91.4,74.7
Energy,2024,2285.2,3.9,1288.6,-7.9,83.3,81.5,90.6,77.8
Energy,2025,2179.4,-0.3,9449.6,-4.6,86.9,87.6,93.4,79.6
Healthcare,2015,3675.8,21.3,18580.1,,58.4,65.2,36.2,73.7
Healthcare,2016,3901.8,19.4,18711.1,6.1,58.6,63.8,37.4,74.7
Healthcare,2017,4584.7,19.1,18394.5,17.5,59.7,66.8,38.3,74.1
Healthcare,2018,4710.6,18.8,11536,2.7,61.1,66.5,39.5,77.4
Healthcare,2019,4468.7,16.6,13670.1,-5.1,61.3,66.2,39.8,77.9
Healthcare,2020,5340,14.2,12719.3,19.5,61.9,65.1,39.7,80.8
Healthcare,2021,5486.9,17.1,21094.9,2.8,63,65.9,38.2,84.8
Healthcare,2022,5446.1,13.9,15796.5,-0.7,66,70.1,41.6,86.3
Healthcare,2023,5495.1,11.1,12211,0.9,66.3,71.8,41.2,86
Healthcare,2024,5428.1,12.1,6855.1,-1.2,65.6,72.3,39.1,85.3
Healthcare,2025,5007.2,12.3,9783.9,-7.8,66.5,72.1,40.3,87
Finance,2015,6418.8,10.3,5432.4,,83.5,97.6,56.7,96.2
Finance,2016,7212,11.8,13151.7,12.4,84.7,100,60.1,93.9
Finance,2017,8169.5,10,8365.8,13.3,85.4,97.6,61.1,97.5
Finance,2018,9365.8,7.1,7095.6,14.6,86,97.9,61.8,98.3
Finance,2019,10890.5,5.5,8766,16.3,86.1,98.8,62.1,97.4
Finance,2020,13117.8,9.3,10839.7,20.5,86.7,99.4,64.3,96.3
Finance,2021,15144.7,9.9,16031.7,15.5,88,100,65.3,98.8
Finance,2022,17045.1,10.1,33582.7,12.5,87.6,99.5,66,97.4
Finance,2023,18070.7,11,23260.2,6,87.3,100,66.7,95.1
Finance,2024,20623.8,9.7,35443.5,14.1,88,100,70.5,93.4
Finance,2025,25165.4,7.3,34369.4,22,89.1,100,73.5,93.9
Consumer Goods,2015,3754.9,12,6651.8,,61,86.6,42.5,54
Consumer Goods,2016,3910,13,8036,4.1,62.9,89.8,41.5,57.4
Consumer Goods,2017,3902.7,14.6,12570.6,-0.2,62.2,90.7,41.1,54.7
Consumer Goods,2018,4629.4,14.5,8937.4,18.6,63.1,93.5,41.9,53.7
Consumer Goods,2019,5381.1,14,13007.8,16.2,62.9,94,45.7,48.9
Consumer Goods,2020,4644.6,14.2,13492.3,-13.7,63.3,96,45.4,48.6
Consumer Goods,2021,4278.9,15.3,11202.3,-7.9,61.3,94.5,45,44.6
Consumer Goods,2022,4656.5,14.8,8156.5,8.8,63.6,96.7,47.8,46.3
Consumer Goods,2023,4636.5,13.7,9906.1,-0.4,64.1,95.8,49.2,47.2
Consumer Goods,2024,5035.5,14.2,16900.4,8.6,62.2,92.8,44.9,48.8
Consumer Goods,2025,4585.4,14.9,15935.7,-8.9,63.6,92.1,46.8,51.8
Transportation,2015,936.1,13.7,1827.6,,25,36.2,22.9,16
Transportation,2016,1120.4,10.5,2153.6,19.7,25.5,36.5,25,15
Transportation,2017,1141.1,14.4,1628.8,1.9,25.9,39.8,23.8,14.1
Transportation,2018,1073.3,16.3,1928.5,-5.9,25.1,41.2,20.5,13.6
Transportation,2019,1398.4,15.5,2991.8,30.3,27.6,42.6,23.5,16.7
Transportation,2020,1526.2,17.1,5192.6,9.1,27,38.1,25,18
Transportation,2021,1504.6,19.7,5902.7,-1.4,28.6,40.1,24.7,21
Transportation,2022,1861.4,19.6,4087.2,23.7,29.8,44.1,23.4,21.8
Transportation,2023,2085.1,24.7,7220.4,12,33.3,48.3,26.1,25.5
Transportation,2024,2370.1,27.6,7488.3,13.7,33,49.7,25,24.3
Transportation,2025,2326.8,24.9,10025.3,-1.8,33.5,52.2,25.5,22.9
Manufacturing,2015,582.8,13.7,957.6,,41.8,20.6,33.2,71.8
Manufacturing,2016,608.5,13.4,950,4.4,42.4,22.7,31.2,73.2
Manufacturing,2017,676.6,13.9,777.2,11.2,42.6,24.8,30,73.1
Manufacturing,2018,707.3,14.6,979.2,4.5,43.2,24.5,32.7,72.5
Manufacturing,2019,752.6,13.4,1354.4,6.4,43.1,23.7,30.2,75.4
Manufacturing,2020,802.7,14.3,2436.4,6.7,44.7,25.7,31.2,77.1
Manufacturing,2021,975,9.7,1146.8,21.5,44.2,26.9,30.6,75
Manufacturing,2022,1027.6,7.3,1469.7,5.4,45.1,28.6,32.9,73.8
Manufacturing,2023,1041.6,7.3,1641.3,1.4,43.9,26,33.4,72.3
Manufacturing,2024,1029.8,9.3,2057.9,-1.1,45.2,28.1,33.5,74
Manufacturing,2025,1094.7,10.7,1813.5,6.3,45.6,31.7,31.6,73.4
Manufacturing,2015,3594.7,9.5,3936.6,,64.6,67,87.7,39
Manufacturing,2016,3586.3,8,3615,-0.2,64.8,67.6,88.3,38.5
Manufacturing,2017,3973.3,6.3,2016.8,10.8,65.2,68.1,87.9,39.4
Manufacturing,2018,3994.1,2,1634.4,0.5,68.3,73.4,90,41.5
Manufacturing,2019,4213.4,-2.2,11348.3,5.5,68.3,73.3,89.9,41.6
Manufacturing,2020,4522,-3.8,7459.4,7.3,66.9,72.8,91.7,36.1
Manufacturing,2021,5094.4,-4.5,15227.8,12.7,65.3,73.3,89.9,32.7
Manufacturing,2022,5229.1,-3.4,6252.6,2.6,65.8,77.2,86.9,33.4
Manufacturing,2023,5931.4,-4.7,13125.6,13.4,67.3,80.6,87.1,34.3
Manufacturing,2024,6125.5,-9,25935.4,3.3,69.6,85.2,87.5,36.1
Manufacturing,2025,6717.6,-16.8,25218.4,9.7,70.5,83.9,89.3,38.2
Finance,2015,904.1,17.7,2320.1,,81.1,100,86.8,56.5
Finance,2016,849.6,15.6,2212.3,-6,81.9,100,86.3,59.6
Finance,2017,840.1,13.3,2182.7,-1.1,82.9,99.6,87.5,61.6
Finance,2018,799.7,11.4,1517.2,-4.8,81.8,100,87.7,57.7
Finance,2019,846.3,10.2,912.8,5.8,81.1,100,86.9,56.3
Finance,2020,847.6,6.6,454.2,0.2,81.8,100,88.9,56.5
Finance,2021,806.2,7.9,855.2,-4.9,82.5,100,90.7,56.9
Finance,2022,787.5,7.6,784.2,-2.3,83.3,100,92.1,57.8
Finance,2023,748,7.3,578.1,-5,82.7,99.6,90.7,57.9
Finance,2024,707,9.4,1048.8,-5.5,82.3,98.7,90.8,57.3
Finance,2025,678.3,8.3,1075.3,-4.1,82.8,98,91.2,59.3
Healthcare,2015,4353.9,11.5,5705.3,,68.4,78.3,79.2,47.8
Healthcare,2016,4758,9.5,10564.3,9.3,69.3,79.6,78.9,49.5
Healthcare,2017,5408.4,10.9,9540.1,13.7,71.3,82.6,79.5,51.8
Healthcare,2018,6696,6.4,5773.3,23.8,72.1,84.3,79.6,52.5
Healthcare,2019,8402.7,9.6,15022.2,25.5,71.2,84.6,81.1,47.8
Healthcare,2020,9352.1,8.1,18718.1,11.3,72.9,85.5,82.4,50.9
Healthcare,2021,10878,6.8,11548.2,16.3,73.6,87.1,85.3,48.6
Healthcare,2022,13429.3,9.1,24846.5,23.5,74.1,89.2,85.9,47.1
Healthcare,2023,15594.9,5,18129.7,16.1,74.5,89.2,86.6,47.7
Healthcare,2024,17661.9,6.8,19682.9,13.3,74.7,89.1,86.6,48.6
Healthcare,2025,21277.3,6,21502.3,20.5,75.6,89.3,88,49.6
Consumer Goods,2015,324.5,7.1,455.9,,66.9,47.1,78.3,75.5
Consumer Goods,2016,369.7,5.9,395.5,14,68.4,49.8,77.8,77.6
Consumer Goods,2017,387,6.2,486,4.7,70.6,52.8,81.4,77.5
Consumer Goods,2018,450.5,5.8,493.2,16.4,70.4,51.9,82.1,77.1
Consumer Goods,2019,517.3,5.1,475.9,14.8,71.3,54.1,82.8,76.9
Consumer Goods,2020,623,9.5,765.6,20.4,71.2,54.5,82.8,76.2
Consumer Goods,2021,657.2,11.1,873.3,5.5,72.6,56.8,81.1,79.8
Consumer Goods,2022,765.8,12.4,1597.4,16.5,73.5,57.2,82.9,80.4
Consumer Goods,2023,847.8,13.8,1705.5,10.7,72.6,59.4,79.7,78.5
Consumer Goods,2024,1051.6,13.4,1986.5,24,74.9,62.4,81.1,81.3
Consumer Goods,2025,1189.8,14.3,4082.3,13.1,74.7,65.4,77.3,81.3
Technology,2015,229.7,16.3,1157.8,,62.5,62.3,47.9,77.4
Technology,2016,238.3,21.2,1116.3,3.8,62.4,60.2,48.9,78
Technology,2017,255.2,16.4,1250.9,7.1,63.9,60.1,49.8,81.8
Technology,2018,282.3,17.7,1059.7,10.6,66,59.9,53.5,84.5
Technology,2019,310.9,17.5,1836.4,10.1,68.5,64.9,56.7,83.9
Technology,2020,371.6,20.3,1174.4,19.5,69.2,64.5,56.9,86.4
Technology,2021,465.2,20.5,1952.5,25.2,71.6,68.7,59,87
Technology,2022,476.2,22.1,1623,2.4,70.8,65.9,58.1,88.5
Technology,2023,555.8,24,4002.2,16.7,70.6,65.8,60.4,85.5
Technology,2024,602.9,25.9,4917.6,8.5,70.3,68,58.8,84.1
Technology,2025,681,26.5,3619.8,13,71.4,69.4,61,83.8
Retail,2015,3142.7,8,3178.8,,38.4,37.4,52,26
Retail,2016,3348.6,8.2,5890,6.6,40.4,38.4,53.8,29.1
Retail,2017,3588.4,9.6,8414.9,7.2,41.3,42,51.3,30.6
Retail,2018,3979.1,8.9,7037.1,10.9,41.6,42.5,52.9,29.3
Retail,2019,4402.2,7.1,7368.7,10.6,41,39.7,52.8,30.4
Retail,2020,5492,7.7,6095.5,24.8,41.5,41.1,53.3,30.2
Retail,2021,6791.2,11.1,13151.7,23.7,40.6,43.3,50.2,28.5
Retail,2022,7662.9,9.9,18447.1,12.8,40.7,41.5,49.3,31.3
Retail,2023,9507,11.9,23648.7,24.1,38.9,39.8,47.6,29.4
Retail,2024,10802,12.9,21710.8,13.6,39.5,39.7,50.1,28.7
Retail,2025,12701.6,12.4,23639.6,17.6,39.4,38.6,49.3,30.2
Transportation,2015,334.8,2.6,164,,50.8,28,53,71.5
Transportation,2016,390.8,4.7,195.1,16.7,52.1,28.5,54.1,73.7
Transportation,2017,431.3,10.7,455.7,10.4,52,28.4,54,73.7
Transportation,2018,471.1,11.4,835.1,9.2,52.1,27.1,53.8,75.6
Transportation,2019,507.3,9.4,827.9,7.7,51.7,31.2,50,74
Transportation,2020,572.4,9.3,1039.5,12.8,51.9,33.5,49,73.1
Transportation,2021,648.9,5.2,298.1,13.4,51.7,30.8,50.6,73.8
Transportation,2022,745.1,8.1,1161.8,14.8,54,33,53.9,75.1
